invoice_line_no,date,store,name,city,zipcode,county,category,category_name,vendor_name,itemno,im_desc,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,sale_bottles,sale_dollars,sale_liters
INV-202920,07/24/2026,3385,SAM'S CLUB 8162,DAVENPORT,52807,SCOTT,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25 ,12.38 ,2,24.76 ,1.50
INV-202921,05/12/2026,2501,  Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,1,13.49,1.75
INV-202922,07/10/2026,4829,Casey's General Store #2879,ANKENY,50021,POLK,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,$12.50,$18.75,1,$18.75,0.75
INV-202923,01/31/2026,4829,Casey's General Store #2879,ANKENY,50021.0,POLK,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,2,29.26,3.50
INV-202924,07/24/2026,4829,CASEY'S GENERAL STORE #2879,ANKENY,50021,POLK,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50 ,18.75 ,5,93.75 ,3.75
INV-202925,02/21/2026,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,3,112.47,2.25
INV-202925,02/21/2026,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,3,112.47,2.25
INV-202926,06/09/2026,5102,  Corner Tap & Bottle,AMES,50010,STORY,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,3,56.25,2.25
INV-202927,02/08/2026,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,$8.99,$13.49,1,$13.49,1.75
INV-202928,07/02/2026,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,14,524.86,10.50
INV-202929,07/20/2026,4829,Casey's General Store #2879,ANKENY,50021,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,$24.99,$37.49,1,$37.49,0.75
INV-202930,17-May-2026,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,4,53.96,7.00
INV-202931,2026-07-12,2633,Hometown Foods,CEDAR RAPIDS,52402.0,LINN,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,1,18.75,0.75
INV-202932,2026-03-16,2501,  Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,1,37.49,0.75
INV-202933,04/27/2026,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,$9.75,$14.63,1,$14.63,1.75
INV-202934,17-Feb-2026,4829,Casey's General Store #2879,ANKENY,50021,POLK,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,$8.25,$12.38,2,$24.76,1.50
INV-202935,2026-07-09,2633,Hometown Foods ,CEDAR RAPIDS,52402.0,LINN,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99 ,26.99 ,6,161.94 ,4.50
INV-202936,2026-03-10,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,5,93.75,3.75
INV-202937,2026-04-20,2648,Wilkie Liquors ,IOWA CITY,52240,JOHNSON,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,,37.49,4,149.96,3.00
INV-202938,07/20/2026,4829,Casey's General Store #2879,ANKENY,50021,POLK,1081600,N/A,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,2,24.20,0.75
INV-202939,2026-02-14,4829,Casey's General Store #2879,ANKENY,50021,POLK,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,3,43.89,5.25
INV-202940,19-Feb-2026,5102,Corner Tap & Bottle,AMES,50010,STORY,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,1,14.63,1.75
INV-202941,2026-02-20,3385,SAM'S CLUB 8162,DAVENPORT,52807,SCOTT,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,3,56.25,2.25
INV-202942,06/13/2026,2648,WILKIE LIQUORS,IOWA CITY,52240,JOHNSON,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99 ,37.49 ,3,112.47 ,2.25
INV-202943,2026-04-20,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,2,29.26,3.50
INV-202944,2026-02-20,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,$24.99,$37.49,1,$37.49,0.75
INV-202945,05/18/2026,2190,"  Central City Liquor, Inc.",Des Moines,50310,POLK,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,5,134.95,3.75
INV-202946,03/22/2026,5102,Corner Tap & Bottle,AMES,50010,STORY,1081600,N/A,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,1,12.10,0.38
INV-202947,2026-02-25,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,1,37.49,0.75
INV-202948,2026-05-13,2648,Wilkie Liquors,IOWA CITY,52240.0,JOHNSON,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,2,13.50,2.00
INV-202949,06/27/2026,2648,  Wilkie Liquors,Iowa City,52240,JOHNSON,1081600,N/A,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,$11.00,$12.10,2,$24.20,0.75
INV-202950,15-Feb-2026,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,6,80.94,10.50
INV-202951,2026-06-10,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,$24.99,$37.49,3,$112.47,2.25
INV-202952,2026-03-14,4829,Casey's General Store #2879,ANKENY,50021,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,4,149.96,3.00
INV-202953,2026-01-30,2633,  Hometown Foods,Cedar Rapids,52402,LINN,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25,12.38,5,61.90,3.75
INV-202954,05/11/2026,2190,"CENTRAL CITY LIQUOR, INC.",DES MOINES,50310,POLK,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,3,43.89,5.25
INV-202955,04/19/2026,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,$24.99,$37.49,1,$37.49,0.75
INV-202956,12-May-2026,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1081600,-,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,1,12.10,0.38
INV-202957,2026-06-09,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,2,26.98,3.50
INV-202958,12-Mar-2026,2648,WILKIE LIQUORS,IOWA CITY,52240,JOHNSON,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99 ,37.49 ,3,112.47 ,2.25
INV-202959,2026-04-12,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25 ,12.38 ,1,12.38 ,0.75
INV-202960,2026-07-24,2190,"Central City Liquor, Inc.",DES MOINES,50310.0,POLK,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,8,215.92,6.00
INV-202961,17-Jun-2026,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,$12.50,$18.75,1,$18.75,0.75
INV-202962,15-Apr-2026,2648,Wilkie Liquors,Iowa City,52240,,1081600,-,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,13,157.30,4.88
INV-202963,2026-07-12,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,5,134.95,3.75
INV-202964,2026-06-09,2190,"Central City Liquor, Inc.",DES MOINES,50310.0,POLK,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,4,53.96,7.00
INV-202965,04/07/2026,2501,Hy-Vee #3 / BDI / Des Moines ,DES MOINES,50313,POLK,1081600,N/A,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00 ,12.10 ,4,48.40 ,1.50
INV-202966,2026-06-13,2190,"Central City Liquor, Inc.",Des Moines,50310,POLK,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,$8.25,$12.38,4,$49.52,3.00
INV-202967,03/27/2026,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,$24.99,$37.49,11,$412.39,8.25
INV-202968,07/07/2026,2633,HOMETOWN FOODS,CEDAR RAPIDS,52402,LINN,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,,6.75,4,27.00,4.00
INV-202969,2026-07-06,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1081600,,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,$11.00,$12.10,4,$48.40,1.50
INV-202970,04/01/2026,5102,Corner Tap & Bottle,AMES,50010.0,STORY,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,3,40.47,5.25
INV-202971,2026-04-17,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1081600,,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,$11.00,$12.10,3,$36.30,1.12
INV-202972,05/16/2026,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,1,26.99,0.75
INV-202973,05/29/2026,3385,Sam's Club 8162,Davenport,52807,SCOTT,1081600,N/A,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00 ,12.10 ,2,24.20 ,0.75
INV-202974,05/31/2026,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,1,6.75,1.00
INV-202975,2026-04-28,4829,Casey's General Store #2879,ANKENY,50021,,1081600,-,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,$11.00,$12.10,5,$60.50,1.88
INV-202976,04/28/2026,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,2,53.98,1.50
INV-202977,06/15/2026,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,$17.99,$26.99,1,$26.99,0.75
INV-202978,2026-03-07,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,3,56.25,2.25
INV-202979,05/21/2026,2190,"  Central City Liquor, Inc.",DES MOINES,50310,POLK,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,$9.75,$14.63,3,$43.89,5.25
INV-202980,2026-02-26,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1081600,-,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,$11.00,$12.10,3,$36.30,1.12
INV-202981,05/10/2026,2648,WILKIE LIQUORS,IOWA CITY,52240,JOHNSON,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,8,107.92,14.00
INV-202982,2026-03-21,4829,Casey's General Store #2879,ANKENY,50021,POLK,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50 ,6.75 ,5,33.75 ,5.00
INV-202983,2026-06-03,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50 ,6.75 ,3,20.25 ,3.00
INV-202984,2026-02-26,3385,  Sam's Club 8162,DAVENPORT,52807,SCOTT,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,2,26.98,3.50
INV-202985,2026-05-09,3385,Sam's Club 8162,DAVENPORT,52807.0,SCOTT,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,1,18.75,0.75
INV-202986,05/13/2026,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,$8.99,$13.49,11,$148.39,19.25
INV-202987,03/13/2026,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25,12.38,1,12.38,0.75
INV-202988,2026-05-18,3385,SAM'S CLUB 8162,DAVENPORT,52807,SCOTT,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,1,18.75,0.75
INV-202989,02/14/2026,3385,Sam's Club 8162 ,DAVENPORT,52807,SCOTT,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,$24.99,$37.49,5,$187.45,3.75
INV-202990,06/07/2026,2190,"  Central City Liquor, Inc.",DES MOINES,50310.0,POLK,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99 ,26.99 ,1,26.99 ,0.75
INV-202991,05/07/2026,3385,SAM'S CLUB 8162,DAVENPORT,52807,,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,1,6.75,1.00
INV-202992,03/20/2026,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,1,14.63,1.75
INV-202993,07/24/2026,3385,SAM'S CLUB 8162,DAVENPORT,52807,SCOTT,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,$24.99,$37.49,1,$37.49,0.75
INV-202994,2026-07-27,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,,18.75,3,56.25,2.25
INV-202995,2026-02-13,3385,Sam's Club 8162,DAVENPORT,52807.0,SCOTT,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25,12.38,1,12.38,0.75
INV-202996,2026-05-31,2501,Hy-Vee #3 / BDI / Des Moines ,DES MOINES,50313,POLK,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,$9.75,$14.63,2,$29.26,3.50
INV-202997,03/04/2026,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1081600,,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,8,96.80,3.00
INV-202998,2026-05-05,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1081600,-,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,5,60.50,1.88
INV-202999,07/17/2026,2190,"Central City Liquor, Inc.",DES MOINES,50310,,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,$8.99,$13.49,1,$13.49,1.75
INV-203000,2026-05-31,5102,Corner Tap & Bottle,Ames,50010,STORY,1081600,,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,10,121.00,3.75
INV-203001,2026-06-09,2648,WILKIE LIQUORS,Iowa City,52240,JOHNSON,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,$4.50,$6.75,9,$60.75,9.00
INV-203002,2026-05-01,2190,Central City Liquor INC,DES MOINES,50310,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,$24.99,$37.49,4,$149.96,3.00
INV-203003,2026-02-23,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25,12.38,4,49.52,3.00
INV-203004,02/14/2026,5102,Corner Tap & Bottle,Ames,50010,,1081600,N/A,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,3,36.30,1.12
INV-203005,2026-03-24,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,2,26.98,3.50
INV-203006,15-Jun-2026,5102,Corner Tap & Bottle ,AMES,50010,STORY,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99 ,37.49 ,1,37.49 ,0.75
INV-203007,2026-05-17,3385,Sam's Club 8162 ,DAVENPORT,52807,SCOTT,1081600,-,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,$11.00,$12.10,3,$36.30,1.12
INV-203008,07-May-2026,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,1,26.99,0.75
INV-203009,2026-03-06,2648,WILKIE LIQUORS,IOWA CITY,52240,JOHNSON,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99 ,37.49 ,3,112.47 ,2.25
INV-203010,07/06/2026,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,$17.99,$26.99,1,$26.99,0.75
INV-203011,2026-04-19,2190,"CENTRAL CITY LIQUOR, INC.",DES MOINES,50310,POLK,1081600,N/A,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,1,12.10,0.38
INV-203012,05/31/2026,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,2,26.98,3.50
INV-203013,2026-03-19,2501,HY-VEE #3 / BDI / DES MOINES,DES MOINES,50313,POLK,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25,12.38,1,12.38,0.75
INV-203014,2026-04-15,5102,Corner Tap & Bottle,AMES,50010,STORY,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,1,26.99,0.75
INV-203015,16-May-2026,4829,Casey's General Store #2879 ,ANKENY,50021,POLK,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,4,53.96,7.00
INV-203016,19-Feb-2026,5102,Corner Tap & Bottle ,AMES,50010,STORY,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25,12.38,2,24.76,1.50
INV-203017,2026-07-20,3385,Sam's Club 8162,DAVENPORT,52807.0,SCOTT,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,$4.50,$6.75,3,$20.25,3.00
INV-203018,2026-03-11,2190,"Central City Liquor, Inc.",DES MOINES,50310.0,POLK,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,$4.50,$6.75,1,$6.75,1.00
INV-203019,01/31/2026,2501,HY-VEE #3 / BDI / DES MOINES,DES MOINES,50313,POLK,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,1,18.75,0.75
INV-203020,07/14/2026,5102,Corner Tap & Bottle,AMES,50010,,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,8,117.04,14.00
INV-203021,2026-07-23,3385,SAM'S CLUB 8162,DAVENPORT,52807.0,SCOTT,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,1,14.63,1.75
INV-203022,04/05/2026,2648,WILKIE LIQUORS,IOWA CITY,52240,JOHNSON,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,$12.50,$18.75,3,$56.25,2.25
INV-203023,2026-06-07,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,2,26.98,3.50
INV-203024,06/20/2026,5102,Corner Tap & Bottle,AMES,50010,STORY,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25 ,12.38 ,1,12.38 ,0.75
INV-203025,09-Feb-2026,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,1,18.75,0.75
INV-203026,2026-07-13,5102,Corner Tap & Bottle,AMES,50010,,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,$24.99,$37.49,4,$149.96,3.00
INV-203027,2026-05-07,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,2,53.98,1.50
INV-203028,2026-07-24,5102,Corner Tap & Bottle,AMES,50010,STORY,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,92,3449.08,69.00
INV-203029,2026-04-02,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,$8.25,$12.38,2,$24.76,1.50
INV-203030,2026-05-28,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,1,6.75,1.00
INV-203031,07/26/2026,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99 ,13.49 ,1,13.49 ,1.75
INV-203032,2026-02-10,2501,Hy-Vee #3 / BDI / Des Moines ,DES MOINES,50313,POLK,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,$8.99,$13.49,1,$13.49,1.75
INV-203033,2026-07-12,4829,Casey's General Store #2879,ANKENY,50021,POLK,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,1,13.49,1.75
INV-203034,2026-06-24,4829,Casey's General Store #2879,ANKENY,50021,POLK,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,$8.25,$12.38,1,$12.38,0.75
INV-203035,2026-06-24,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1081600,-,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00 ,12.10 ,4,48.40 ,1.50
INV-203036,03/23/2026,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25,12.38,4,49.52,3.00
INV-203037,04/22/2026,4829,Casey's General Store #2879,ANKENY,50021,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,2,74.98,1.50
INV-203038,04/15/2026,2648,Wilkie Liquors,IOWA CITY,52240,,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,$12.50,$18.75,3,$56.25,2.25
INV-203039,2026-03-22,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,5,73.15,8.75
INV-203040,23-Jul-2026,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,$9.75,$14.63,3,$43.89,5.25
INV-203041,27-Feb-2026,2648,Wilkie Liquors ,IOWA CITY,52240,JOHNSON,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25,12.38,4,49.52,3.00
INV-203042,02/03/2026,5102,Corner Tap & Bottle,AMES,50010,STORY,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,$17.99,$26.99,3,$80.97,2.25
INV-203043,02/28/2026,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,$9.75,$14.63,3,$43.89,5.25
INV-203044,2026-06-16,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25,12.38,1,12.38,0.75
INV-203045,2026-07-16,2633,Hometown Foods,CEDAR RAPIDS,52402.0,LINN,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,4,75.00,3.00
INV-203046,2026-06-26,5102,Corner Tap & Bottle,AMES,50010,STORY,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25,12.38,23,284.74,17.25
INV-203047,2026-02-26,5102,Corner Tap & Bottle,AMES,50010,STORY,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,$17.99,$26.99,6,$161.94,4.50
